subset,protocol,method,seed,metric,variable,value,metrics_path,predictions_path,config_path
single-complete,standard,coord_deeponet,0,acc,specific_humidity_dex,0.768801642788781,results/models/single-complete/coord_deeponet/metrics_standard.json,results/models/single-complete/coord_deeponet/predictions.npz,results/models/single-complete/coord_deeponet/config.json
single-complete,standard,coord_deeponet,0,acc,cloud_fraction,0.6910837723149194,results/models/single-complete/coord_deeponet/metrics_standard.json,results/models/single-complete/coord_deeponet/predictions.npz,results/models/single-complete/coord_deeponet/config.json
single-complete,standard,coord_deeponet,0,acc,u,0.6238729622628953,results/models/single-complete/coord_deeponet/metrics_standard.json,results/models/single-complete/coord_deeponet/predictions.npz,results/models/single-complete/coord_deeponet/config.json
single-complete,standard,coord_deeponet,0,acc,v,0.6127988762325711,results/models/single-complete/coord_deeponet/metrics_standard.json,results/models/single-complete/coord_deeponet/predictions.npz,results/models/single-complete/coord_deeponet/config.json
single-complete,standard,coord_deeponet,0,acc,asr,0.991318941116333,results/models/single-complete/coord_deeponet/metrics_standard.json,results/models/single-complete/coord_deeponet/predictions.npz,results/models/single-complete/coord_deeponet/config.json
single-complete,standard,coord_deeponet,0,acc,olr,0.8320040106773376,results/models/single-complete/coord_deeponet/metrics_standard.json,results/models/single-complete/coord_deeponet/predictions.npz,results/models/single-complete/coord_deeponet/config.json
single-complete,standard,coord_mlp,0,rmse,surface_temperature,13.942946434020996,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,rmse,temperature,9.440841092003716,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,rmse,specific_humidity_dex,0.5779017938507928,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,rmse,cloud_fraction,0.107494848055972,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,rmse,u,8.797556002934774,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,rmse,v,4.4431332217322455,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,rmse,asr,68.55120086669922,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,rmse,olr,27.2009220123291,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,acc,surface_temperature,0.9493057727813721,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,acc,temperature,0.5396502084202237,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,acc,specific_humidity_dex,0.771417604552375,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,acc,cloud_fraction,0.6735316945446862,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,acc,u,0.614615390698115,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,acc,v,0.6215954191154904,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,acc,asr,0.9758015275001526,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,coord_mlp,0,acc,olr,0.8175722360610962,results/models/single-complete/coord_mlp/metrics_standard.json,results/models/single-complete/coord_mlp/predictions.npz,results/models/single-complete/coord_mlp/config.json
single-complete,standard,gplfr,0,rmse,surface_temperature,11.079547882080078,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,rmse,temperature,8.751346270243326,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,rmse,specific_humidity_dex,0.5037608941396078,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,rmse,cloud_fraction,0.07937575876712799,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,rmse,u,7.198771768146091,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,rmse,v,3.4967455599043102,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,rmse,asr,29.30398941040039,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,rmse,olr,18.852689743041992,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,acc,surface_temperature,0.9738911390304565,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,acc,temperature,0.7225454482767317,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,acc,specific_humidity_dex,0.8480359249644809,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,acc,cloud_fraction,0.7768440677060021,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,acc,u,0.7576309707429674,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,acc,v,0.7065102722909715,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,acc,asr,0.9954549670219421,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,acc,olr,0.8975110054016113,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,energy_score,surface_temperature,8.718557357788086,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,energy_score,temperature,6.767530017428928,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,energy_score,specific_humidity_dex,0.3971743020746443,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,energy_score,cloud_fraction,0.06176453207929929,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,energy_score,u,5.620527823766072,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,energy_score,v,2.6716360913382635,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,energy_score,asr,23.974451065063477,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,energy_score,olr,14.92866325378418,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,spread_skill_ratio,surface_temperature,0.5410448312759399,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,spread_skill_ratio,temperature,0.6379320422808329,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,spread_skill_ratio,specific_humidity_dex,0.6735417180591159,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,spread_skill_ratio,cloud_fraction,1.2380036181873746,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,spread_skill_ratio,u,0.7421022322442796,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,spread_skill_ratio,v,0.7598125471009148,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,spread_skill_ratio,asr,0.45847973227500916,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,gplfr,0,spread_skill_ratio,olr,0.5975192785263062,results/models/single-complete/gplfr/metrics_standard.json,results/models/single-complete/gplfr/predictions.npz,results/models/single-complete/gplfr/config.json
single-complete,standard,knn,0,rmse,surface_temperature,13.409004211425781,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,rmse,temperature,11.175360361735025,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,rmse,specific_humidity_dex,0.6084195143646665,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,rmse,cloud_fraction,0.08963160299592549,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,rmse,u,8.879097753100925,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,rmse,v,3.921752373377482,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,rmse,asr,31.664419174194336,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,rmse,olr,21.934791564941406,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,acc,surface_temperature,0.9736183881759644,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,acc,temperature,0.6629800995190939,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,acc,specific_humidity_dex,0.8212219509813521,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,acc,cloud_fraction,0.7280473775333829,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,acc,u,0.7314946485890282,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,acc,v,0.7163385815090604,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,acc,asr,0.9940649271011353,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,knn,0,acc,olr,0.8868163228034973,results/models/single-complete/knn/metrics_standard.json,results/models/single-complete/knn/predictions.npz,results/models/single-complete/knn/config.json
single-complete,standard,pca_mlp,0,rmse,surface_temperature,13.063350677490234,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,rmse,temperature,10.42285050286187,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,rmse,specific_humidity_dex,0.5984335541725159,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,rmse,cloud_fraction,0.09391347939769427,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,rmse,u,9.614271481831869,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,rmse,v,4.306233723958333,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,rmse,asr,30.58266830444336,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,rmse,olr,20.608125686645508,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,acc,surface_temperature,0.9699221253395081,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,acc,temperature,0.6066447993119558,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,acc,specific_humidity_dex,0.8115146723058488,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,acc,cloud_fraction,0.7251968516243829,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,acc,u,0.6816831032435099,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,acc,v,0.64412635895941,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,acc,asr,0.9946661591529846,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_mlp,0,acc,olr,0.8477712273597717,results/models/single-complete/pca_mlp/metrics_standard.json,results/models/single-complete/pca_mlp/predictions.npz,results/models/single-complete/pca_mlp/config.json
single-complete,standard,pca_ridge,0,rmse,surface_temperature,14.923625946044922,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,rmse,temperature,13.487811088562012,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,rmse,specific_humidity_dex,0.732257733742396,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,rmse,cloud_fraction,0.10694716374079387,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,rmse,u,9.670591274897257,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,rmse,v,4.638885339101155,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,rmse,asr,38.82661056518555,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,rmse,olr,26.4520263671875,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,acc,surface_temperature,0.9713303446769714,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,acc,temperature,0.5097444941186242,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,acc,specific_humidity_dex,0.8105668160650465,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,acc,cloud_fraction,0.7025714781549242,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,acc,u,0.6213862233691745,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,acc,v,0.6320242981115977,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,acc,asr,0.9945690631866455,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,pca_ridge,0,acc,olr,0.8740373253822327,results/models/single-complete/pca_ridge/metrics_standard.json,results/models/single-complete/pca_ridge/predictions.npz,results/models/single-complete/pca_ridge/config.json
single-complete,standard,ppca_icm,0,rmse,surface_temperature,11.294301986694336,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,rmse,temperature,9.6513639026218,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,rmse,specific_humidity_dex,0.5434792737166086,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,rmse,cloud_fraction,0.09529973318179448,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,rmse,u,9.004472070270115,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,rmse,v,4.488187816407946,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,rmse,asr,29.5908203125,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,rmse,olr,20.24094581604004,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,acc,surface_temperature,0.9633201360702515,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,acc,temperature,0.6746252377827963,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,acc,specific_humidity_dex,0.8140306638346778,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,acc,cloud_fraction,0.719921910100513,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,acc,u,0.6871074239412943,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,acc,v,0.6239925540155835,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,acc,asr,0.9947848320007324,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,acc,olr,0.848909854888916,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,energy_score,surface_temperature,9.586636543273926,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,energy_score,temperature,8.21320014529758,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,energy_score,specific_humidity_dex,0.47370480828815037,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,energy_score,cloud_fraction,0.08130976888868544,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,energy_score,u,7.886241727405125,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,energy_score,v,4.004773643281725,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,energy_score,asr,26.443889617919922,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,energy_score,olr,17.5284481048584,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,spread_skill_ratio,surface_temperature,0.30145907402038574,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,spread_skill_ratio,temperature,0.30271096858713364,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,spread_skill_ratio,specific_humidity_dex,0.24166574908627403,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,spread_skill_ratio,cloud_fraction,0.2649128536383311,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,spread_skill_ratio,u,0.22574339310328165,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,spread_skill_ratio,v,0.18722214466995662,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,spread_skill_ratio,asr,0.1732911467552185,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,ppca_icm,0,spread_skill_ratio,olr,0.2528616487979889,results/models/single-complete/ppca_icm/metrics_standard.json,results/models/single-complete/ppca_icm/predictions.npz,results/models/single-complete/ppca_icm/config.json
single-complete,standard,train_mean,0,rmse,surface_temperature,21.42702865600586,results/models/single-complete/train_mean/metrics_standard.json,results/models/single-complete/train_mean/predictions.npz,results/models/single-complete/train_mean/config.json
single-complete,standard,train_mean,0,rmse,temperature,19.397177166408962,results/models/single-complete/train_mean/metrics_standard.json,results/models/single-complete/train_mean/predictions.npz,results/models/single-complete/train_mean/config.json
single-complete,standard,train_mean,0,rmse,specific_humidity_dex,1.0543238189485338,results/models/single-complete/train_mean/metrics_standard.json,results/models/single-complete/train_mean/predictions.npz,results/models/single-complete/train_mean/config.json
single-complete,standard,train_mean,0,rmse,cloud_fraction,0.1324631240632799,results/models/single-complete/train_mean/metrics_standard.json,results/models/single-complete/train_mean/predictions.npz,results/models/single-complete/train_mean/config.json
single-complete,standard,train_mean,0,rmse,u,12.114917013380262,results/models/single-complete/train_mean/metrics_standard.json,results/models/single-complete/train_mean/predictions.npz,results/models/single-complete/train_mean/config.json
single-complete,standard,train_mean,0,rmse,v,5.320288790596856,results/models/single-complete/train_mean/metrics_standard.json,results/models/single-complete/train_mean/predictions.npz,results/models/single-complete/train_mean/config.json
single-complete,standard,train_mean,0,rmse,asr,46.62907409667969,results/models/single-complete/train_mean/metrics_standard.json,results/models/single-complete/train_mean/predictions.npz,results/models/single-complete/train_mean/config.json
